#Name	HomeValue2000	Income1999	Poverty1999	PopDensity2000	PopChange	Prcnt65+	Below18	PrcntFemale2000	PrcntHSgrads2000	PrcntCollege2000	Unemployed	PrcntBelow18	LifeExpectancy	FarmAcres
IA Davis	55000	15127	11.9	8541	1	17.4	2317	50.5	78.9	11.4	151	27.1	76.6	266508
IA Decatur	45400	14209	15.5	8689	-0.5	17.7	2002	51.1	81.7	15.1	157	23	77.3	261927
IA Delaware	79700	17327	7.9	18404	-0.4	15	5334	50.4	85.1	13	370	29		326187
IA Des Moines	70100	19701	10.7	42351	-1.4	16.7	10328	51.7	85.8	16	715	24.4	76.2	192165
IA Dickinson	96800	21929	6	16424	0.6	20.6	3599	51.3	89.2	21.3	235	21.9	78.3	201126
IA Dubuque	93300	19600	7.8	89143	-0.3	14.7	22779	51.4	85.2	21.3	1309	25.6	76.8	336497
IA Emmet	53000	16619	8.2	11027	-1.9	19.4	2674	51.4	82.2	13	184	24.2	77.8	220174
IA Fayette	58300	17271	10.8	22008	-0.8	19	5492	50.6	84.8	13.8	392	25	76.9	404407
IA Floyd	64700	17091	9.3	16900	-1.8	19.2	4246	51.7	85.9	14.8	272	25.1	77.3	300255
IA Franklin	55200	18767	8	10704	-1	20.5	2593	50.9	84	14.5	187	24.2	77.7	344296
IA Fremont	64400	18081	9.5	8010	-1.5	19.8	2010	51.2	85	14	79	25.1	75	318355
IA Greene	51800	16866	8.1	10366	-1.9	21.6	2655	51.2	85.6	14.6	146	25.6	77.8	343346
IA Grundy	72500	19142	4.6	12369	-0.5	19.3	3118	51.1	86.5	17.2	158	25.2	78.8	321389
IA Guthrie	61800	19726	8	11353	-0.3	20.5	2675	50.6	85.4	14.9	130	23.6	77.8	304177
IA Hamilton	70500	18801	6.3	16438	-0.4	18	4182	50.5	87.3	17.5	179	25.4	77.6	348675
IA Hancock	59600	17957	6	12100	-2	17.9	3210	50.8	85.8	15.4	142	26.5	78.3	334050
IA Hardin	57200	17537	8	18812	-1.5	20.7	4646	51.1	85.7	17.1	274	24.7	77.7	339951
IA Harrison	74900	17662	7.1	15666	-0.3	17.7	4108	50.9	85	12.7	184	26.2	75.9	392708
IA Henry	76700	18192	8.8	20336	-0.1	14.7	5018	49.4	86.1	16.2	301	24.7	77.5	244704
IA Howard	59500	17842	9.3	9932	-0.8	20.1	2615	50.8	79.3	12.6	146	26.3	77.9	269750
IA Humboldt	71700	18300	8.3	10381	-0.9	21	2580	51.1	86.3	15.4	106	24.9	77.1	257411
IA Ida	55500	18675	8.8	7837	-2.4	21.8	1998	51.6	85	13.6	86	25.5	77	253306
IA Iowa	85600	18884	5	15671	1.5	17.1	4138	51.3	87	15.8	155	26.4	78.2	331922
IA Jackson	76500	17329	10.3	20296	-0.4	17.3	5271	50.7	81.5	12.1	399	26	77.2	334824
IA Jasper	82500	19622	6.5	37213	0.2	16	9173	49.6	86.8	15.9	372	24.6	77.2	420637
IA Jefferson	72500	19579	10.9	16181	-0.9	13.8	3946	51.1	88.1	31.2	305	24.4	77.5	228017
IA Johnson	131500	22220	15	111006	0.2	7.4	22312	50.2	93.7	47.6	1363	20.1	78.8	288139
IA Jones	80400	17816	8.6	20221	-0.8	15.8	4874	47.8	85.3	12.7	261	24.1	77.2	321934
IA Keokuk	51900	17120	10.1	11400	0	20.2	2931	51.5	84	11.6	226	25.7	77.5	323028
IA Kossuth	54300	16598	10.2	17163	-2.2	20.1	4435	51.2	85.6	13.6	254	25.8	77.8	580884
IA Lee	60300	18430	9.7	38052	-1.9	16.5	9273	50.5	83.6	12.5	733	24.4	75.4	256685
IA Linn	99400	22977	6.5	191701	0.8	12.2	48422	51	90.6	27.7	2047	25.3	77.8	339227
IA Louisa	66600	17644	9.3	12183	0.5	14.1	3380	50.3	79.7	12.7	182	27.7	77.5	201393
IA Lucas	50900	15341	13.7	9422	0.5	19.3	2392	51.4	79.1	11.1	132	25.4	76.4	227160
IA Lyon	64000	16081	7	11763	-0.1	18.8	3293	50.4	78.7	14.2	99	28	79.5	348492
IA Madison	87700	19357	6.7	14019	1.2	15.2	3802	50.7	87.6	14.4	238	27.1	77.2	316579
IA Mahaska	68100	18232	9.8	22335	-0.9	16.3	5742	50.2	82.6	16.5	259	25.7	77.1	329038
IA Marion	88300	18717	7.6	32052	1.7	15.9	8125	50.4	84	18.9	387	25.3	77.2	285724
IA Marshall	71200	19176	10.2	39311	0.3	16.4	9930	50.2	82.3	17	453	25.3	75.8	319392
IA Mills	92900	18736	8.3	14547	0.7	12.6	3892	49.8	83.2	16.3	118	26.8	75	232129
IA Mitchell	66500	16809	10.7	10874	-0.3	21.6	2885	51.1	84.4	12.8	161	26.5	77.3	265173
IA Monona	54400	17477	9.4	10020	-1.4	23.9	2327	51.5	81.7	13.4	155	23.2	75.9	367651
IA Monroe	52400	17155	9	8016	-2.2	19.5	2032	51.3	82.2	12.6	122	25.3	76.4	217317
IA Montgomery	55900	16373	9.1	11771	-2	20.3	2941	52.6	81.8	12.9	184	25	76.7	242650
IA Muscatine	84700	19625	8.9	41722	0.3	12.9	11219	50.5	80.3	17.2	589	26.9	76.2	219001
IA O'Brien	58300	17281	7.3	15102	-1	21.1	3742	51.1	80.7	14.7	169	24.8	78.8	358472
IA Osceola	53400	16463	7	7003	-1	18.9	1826	51.3	81.1	13.4	91	26.1	78.8	240601
IA Page	60000	16670	12.5	16976	-1.7	19.8	3948	49.3	85.5	16.6	217	23.3	76.7	309228
IA Palo Alto	53500	17733	10.6	10147	-1.3	21.3	2440	51.4	83.7	13.9	131	24	77.8	327733
IA Plymouth	88200	19442	6	24849	0.1	16	7038	50.3	87.4	19.3	314	28.3	78.8	512029
IA Pocahontas	40400	17006	9.1	8662	-2.2	21.7	2202	50.9	86.6	15	137	25.4	77.1	356988
IA Polk	103100	23654	7.9	374601	1.2	11.1	96300	51.5	88.3	29.7	4016	25.7	76.4	225623
IA Pottawattamie	84900	19275	8.4	87704	0.2	13.7	22813	51.1	84	15	945	26	75.7	536704
IA Poweshiek	81600	18629	9.8	18815	0.4	17.6	4262	52	86.7	18.5	283	22.7	78.3	335296
IA Ringgold	45000	15023	14.3	5469	-1.7	24	1315	51.5	82.8	13.4	71	24	77.3	263753
IA Sac	50000	16902	9.9	11529	-1.7	22.7	2779	51.1	84.2	13.6	152	24.1	77.8	344949
IA Scott	92400	21310	10.5	158668	-0.1	11.8	42015	51.1	86.3	24.9	2578	26.5	76.1	225248
IA Shelby	73800	16969	6	13173	0.1	20.4	3477	51.1	86.6	15.3	162	26.4	78.1	342366
IA Sioux	84700	16532	6.4	31589	0	15	8567	51	80.4	19.8	426	27.1	79.5	493556
IA Story	115800	19949	14.1	79981	-0.6	9.8	15248	48.9	93.5	44.5	960	19.1	79.6	340885
IA Tama	64200	17097	10.5	18103	-0.3	18.7	4808	50.9	84.2	12.9	266	26.6	78.3	396220
IA Taylor	37900	15082	12.1	6958	-1.1	22.4	1665	51.5	83.3	12	105	23.9	77.3	291497
IA Union	55600	16690	11.4	12309	-0.6	18.7	2867	52.1	87.3	14.7	239	23.3	77	225134
IA Van Buren	43100	15748	12.7	7809	-0.5	19.1	1934	50.1	82.7	11.8	121	24.8	76.6	257227
IA Wapello	50100	16500	13.2	36051	-0.7	17.8	8397	51.3	81.5	14.6	661	23.3	75.6	208213
IA Warren	102100	20558	5.1	40671	1.2	11.8	10985	51.4	90	21.2	402	27	77.8	299835
IA Washington	83600	18221	7.6	20670	1.6	17.9	5389	51.8	82.5	16.4	268	26.1	77.5	317699
IA Wayne	35600	15613	14	6730	-1.4	23.8	1606	52.2	83.9	12.1	86	23.9	76.4	286412
IA Webster	66000	17857	10	40235	-1.1	17.4	9847	49.9	84.2	16.9	554	24.5	76.2	412641
IA Winnebago	61200	18494	8.4	11723	-1.3	18.9	2824	51.1	87.3	16.5	108	24.1	78.3	241600
IA Winneshiek	86000	17047	8	21310	0.5	15.7	4900	50.8	84.1	20.5	393	23	78.9	360778
IA Woodbury	76400	18771	10.3	103877	-0.8	13.4	28390	51	81.4	18.9	1321	27.3	76.3	497241
IA Worth	55900	16952	8.3	7909	-1.3	19.4	1921	50.4	86	12.7	111	24.3	77.8	227898
IA Wright	52500	18247	7	14334	-1.6	21.2	3507	51	84.4	13.5	157	24.5	77.6	349675
KS Allen	40900	15640	14.9	14385	-1.3	18	3630	51.1	83.1	15.2	333	25.2	75.9	271137
KS Anderson	49300	16458	12.8	8110	1	20	2123	50.8	81.9	11.7	175	26.2	75.8	367031
KS Atchison	56500	15207	13.3	16774	-0.5	16.2	4473	51.7	84.7	18	349	26.7	75.8	242096
KS Barber	33000	16627	10.1	5307	-2.7	21.5	1326	52	85.8	21	54	25	76.4	595104
KS Barton	55500	16695	12.9	28205	-1.4	17.9	7330	51.6	82.3	16.6	449	26	76.7	612617
KS Bourbon	46200	16393	13.5	15379	-0.1	18.2	3961	51.8	84.2	17.8	285	25.8	75.9	329461
KS Brown	50800	15163	12.9	10724	-0.9	19.5	2828	51.7	84.6	19	408	26.4	75.8	332927
KS Butler	83900	20150	7.3	59482	1.2	12.6	17037	49.8	87.3	20.4	914	28.6	77.3	758784
KS Chase	39800	17422	8.6	3030	0.1	18.7	731	49	87.1	19.6	50	24.1	77.9	409224
KS Chautauqua	26200	16280	12.2	4359	-2	24.3	1019	51.7	81	12.3	82	23.4	75.8	391291
KS Cherokee	46900	14710	14.3	22605	-1.2	15.2	5991	51.5	80.3	11.3	423	26.5	74	269253
KS Cheyenne	48500	17862	9.4	3165	-1.6	26.6	752	50.7	85.5	16	24	23.8	77.3	562300
KS Clark	42600	17795	12.7	2390	-0.8	21.8	635	51.1	87.4	22.1	20	26.6	77.4	545587
KS Clay	52900	17939	10.1	8822	-0.6	20.8	2200	50.2	87	16.5	135	24.9	77.7	368540
KS Cloud	42400	17536	10.8	10268	-2.8	23.2	2296	52.5	85.5	18	139	22.4	77.8	393227
KS Coffey	60700	18337	6.6	8865	-0.6	16.2	2378	51	86.9	20.1	180	26.8	75.8	306865
KS Comanche	29700	17037	10.2	1967	-0.3	25.8	435	51.7	91.3	15.1	13	22.1	77.4	503976
KS Cowley	54100	17509	12.9	36291	-1	15.9	9444	51.1	85.4	18.3	656	26	76.2	642549
KS Crawford	54000	16245	16	38242	-0.8	15.5	8775	51.3	84.5	23.9	606	22.9	75.2	290557
KS Decatur	43600	16348	11.6	3472	-1.2	26.2	821	50.6	86.4	15.4	32	23.6	76.9	515162
KS Dickinson	62800	17780	7.5	19344	-1	18.6	4976	51.3	86.4	15.2	293	25.7	77.7	513942
KS Doniphan	54700	14849	11.9	8249	0.7	16.2	2088	50.3	80.2	14.8	215	25.3	75.8	222074
KS Douglas	117800	19952	15.9	99962	0	7.9	20401	50.3	92.4	42.7	1789	20.4	78.3	218517
KS Edwards	36300	17586	10.4	3449	-3.6	20.8	849	50.6	81.2	16.3	39	24.6	77.4	356591
KS Elk	24700	16066	13.8	3261	-2.2	25.3	733	52.2	80	10.6	52	22.5	75.8	330832
KS Ellis	85500	18259	12.9	27507	-0.9	14.3	6164	51.1	87.2	29.2	378	22.4	78.5	507232
KS Ellsworth	43400	16569	7.2	6525	-0.6	20.4	1396	47.2	84.8	16.4	59	21.4	77.1	375563
KS Finney	83800	15377	14.2	40523	-1.1	7	13881	49	67.4	14.3	499	34.3	77.1	761443
KS Ford	69200	15721	12.4	32458	-0.4	11	10094	48.3	69.9	16.4	300	31.1	76.3	668993
KS Franklin	73800	17311	7.7	24784	0.6	14	6820	50.4	85.3	16.5	431	27.5	76.5	303061
KS Geary	69400	16199	12.1	27947	-4.1	9.4	8281	50.7	86	17.1	609	29.6	73.8	153941
KS Gove	48100	17852	10.3	3068	-2	22.7	803	51.2	84.5	18.4	24	26.2	77.6	648624
KS Graham	41300	18050	11.5	2946	-3.4	23.7	664	51.3	83.6	17.4	33	22.5	76.9	485646
KS Grant	78600	17072	10.1	7909	-1.5	9.6	2591	49.8	71.5	15.2	136	32.8	76.6	332607
KS Gray	76000	18632	9.1	5904	0.7	12.7	1863	50	73.6	16.3	60	31.6	76.1	555937
KS Greeley	57700	19974	11.6	1534	-2	17.7	433	50.4	83.7	17.4	21	28.2	77.6	441609
KS Greenwood	35300	15976	12.5	7673	1.3	22.8	1820	51.2	80.9	14.5	149	23.7	75.8	634169
KS Hamilton	59400	16484	15.7	2670	0	18.4	757	50.6	76.7	17.4	16	28.4	76.6	527709
KS Harper	44100	16368	11.6	6536	-3.1	23.2	1612	51.6	83.8	14	84	24.7	76.4	460898
KS Harvey	76400	18715	6.4	32869	0.5	16.8	8555	51.4	85.3	23	469	26	78.4	321003
KS Haskell	76100	17349	11.6	4307	-0.5	10.6	1418	49.2	74.8	17.5	42	32.9	76.6	368790
KS Hodgeman	45000	15599	11.5	2085	3.3	19	604	50.7	86.9	19.7	20	29	77.4	485004
KS Jackson	70200	18606	8.8	12657	0.7	14.9	3576	50.8	87.7	15.4	247	28.3	77.3	321435
KS Jefferson	83100	19373	6.7	18426	1	12.8	5046	49.3	88.9	17.9	299	27.4	76.2	269019
KS Jewell	24000	16644	11.6	3791	-5.3	25.9	832	50.5	87.6	13.8	33	21.9	77.3	459122
KS Johnson	150100	30919	3.4	451086	3.1	10	122168	51.2	94.9	47.7	5057	27.1	79	135787
KS Kearny	77500	15708	11.7	4531	0.7	11.1	1554	48.9	75.8	15	49	34.3	76.5	525746
KS Kingman	56800	18533	10.6	8673	-1.9	19.6	2378	51	84.7	17.8	124	27.4	76.4	520667
KS Kiowa	44200	17207	10.8	3278	-4.5	21.3	787	50.9	85.2	18.9	27	24	77.4	441979
KS Labette	39600	15525	12.7	22835	-1.5	17.3	5876	51.1	83	15.9	466	25.7	74.9	331489
KS Lane	48500	18606	8.2	2155	-3	20.5	548	49.9	88.5	18.5	31	25.4	77.6	435349
KS Leavenworth	96900	20292	6.7	68691	2.3	9.8	18334	46.8	86.5	23.1	943	26.7	76.2	201826
KS Lincoln	33900	15788	9.7	3578	-0.9	23.5	840	51	85	17.4	33	23.5	77.1	427554
KS Linn	56100	17009	11	9570	1.2	18.3	2397	50	80.9	12.7	202	25	75.8	278086
KS Logan	55000	17294	7.3	3046	-2.9	20.7	774	51.6	86.7	17.5	28	25.4	77.6	627972
KS Lyon	67900	15724	14.5	35935	-1	11.6	9250	50.7	81.8	23	619	25.7	77.2	495789
KS McPherson	82700	18921	6.6	29554	0.2	17.3	7503	51	85.9	22.2	328	25.4	78.9	522758
KS Marion	52300	16100	8.3	13361	0.5	21.1	3307	51.3	84.4	17.9	152	24.8	77.9	562926
KS Marshall	46200	17090	9.2	10965	-1.8	22	2738	50.8	85.1	13.2	140	25	78.2	514195
KS Meade	52900	16824	9.3	4631	0.3	17.9	1367	50.5	80.3	19.6	43	29.5	76.1	554522
KS Miami	106300	21408	5.5	28351	1.5	11.9	7920	50.5	87.5	19.4	395	27.9	75.6	279859
KS Mitchell	55600	17653	9.5	6932	-2.2	21.4	1697	50.7	88.1	16.9	62	24.5	77.3	454521
KS Montgomery	44400	16421	12.6	36252	-2	18.3	9079	51.8	81.2	16	826	25	75.5	328342
KS Morris	48400	18491	9	6104	0.1	21	1541	50.8	84.7	16	87	25.2	77.9	395856
KS Morton	67700	17076	10.5	3496	-3.2	13.9	1026	51.4	81.9	17.6	37	29.3	76.6	422492
KS Nemaha	58200	17121	9.1	10717	-1.9	22	3057	50.8	83.7	14.6	132	28.5	77.3	417656
KS Neosho	44900	16539	13	16997	-1.4	17.5	4361	51.7	83.5	15	359	25.7	75.9	344968
KS Ness	40600	17787	8.7	3454	-3.3	24.2	791	50.4	84.4	17.9	41	22.9	77.4	623096
KS Norton	46800	16835	10.5	5953	-1.9	19.6	1312	45	84.8	15.4	42	22	76.9	478809
KS Osage	67600	17691	8.4	16712	1.1	15.8	4519	51	85.5	14.3	404	27	77.3	359967
KS Osborne	32000	16236	10.4	4452	-2.4	25.7	1060	50.8	84.8	15.5	41	23.8	77.3	505320
KS Ottawa	58900	17663	8.6	6163	0.4	17.6	1584	50	86.2	16.3	75	25.7	77.1	399959
KS Pawnee	48800	17584	11.8	7233	-3.5	18.5	1748	47.2	84.8	21.8	70	24.2	76	480034
KS Phillips	48200	17121	10	6001	-2.1	21.8	1471	51.3	84.4	16.1	55	24.5	77.3	554603
KS Pottawatomie	81100	17785	9.7	18209	0.7	13.5	5366	50.5	89.2	22.7	235	29.5	78.2	443014
KS Pratt	56600	17906	9.4	9647	-1.1	19.2	2364	51.5	86.3	21	103	24.5	77.4	437382
KS Rawlins	41300	17161	12.5	2966	-1.6	25.6	713	50	84.7	15.9	37	24	77.3	646616
KS Reno	66600	18520	10.9	64790	-0.9	16.4	15852	49.8	82.7	17.3	991	24.5	76.8	661960
KS Republic	35300	17433	9.1	5835	-3.2	26.1	1302	51.8	88.6	14.9	53	22.3	77.8	428037
KS Rice	42900	16064	10.7	10761	-1.6	18	2655	52	83.4	17.5	159	24.7	76	457655
KS Riley	93700	16349	20.6	62843	-3.9	7.5	11840	46.7	93.8	40.5	892	18.8	78.8	237773
KS Rooks	38300	15588	9.8	5685	-1.2	21.5	1433	50.5	87.1	15.4	75	25.2	76.9	569511
KS Rush	32200	18033	9.7	3551	-1.8	25.3	786	51.5	82.8	16.4	47	22.1	77.4	412285
KS Russell	41100	17073	12	7370	-2.8	24.1	1651	51.9	83.1	16.7	106	22.4	77.1	429267
KS Saline	85300	19073	8.8	53597	0.1	14	14046	50.7	87	20.4	759	26.2	76.5	413752
KS Scott	72100	20443	5.1	5120	-2.3	16.5	1390	50.7	84.5	23	41	27.1	77.6	476259
KS Sedgwick	83600	20907	9.5	452869	0.6	11.4	127535	50.6	85.1	25.4	8098	28.2	75.9	539763
KS Seward	72400	15059	16.9	22510	-0.3	8.9	7208	48.7	63.7	13.6	303	32	76.1	327830
KS Shawnee	81600	20904	9.6	169871	0.1	13.7	42973	51.6	88.1	26	2803	25.3	76	224143
KS Sheridan	56000	16299	15.7	2813	-3.1	20.3	741	50	87.8	15.9	23	26.3	76.9	507393
KS Sherman	63900	16761	12.9	6760	-3.4	17.1	1660	48.9	86.6	15	64	24.6	77.3	652688
KS Smith	37400	14983	10.7	4536	-2.2	27.9	985	51.9	84.6	16.7	33	21.7	77.3	491990
KS Stafford	34400	16409	11.8	4789	-0.7	21.2	1260	51.2	82.9	18.4	54	26.3	76	434617
KS Stanton	73400	18043	14.9	2406	0.1	13	742	49	78	16.9	21	30.8	76.6	400232
KS Stevens	79000	17814	10.3	5463	-1.5	13.3	1704	51.2	80.5	17.5	58	31.2	76.6	511859
KS Sumner	62100	18305	9.5	25946	-0.8	15.5	7403	50.8	86.3	15.7	462	28.5	75.9	667229
KS Thomas	75500	19028	9.7	8180	-1.2	14.6	2150	51.4	92.7	25	78	26.3	77.3	679384
KS Trego	47400	16239	12.3	3319	-3.7	24	792	52.3	84.3	14	55	23.9	77.6	462388
KS Wabaunsee	62600	17704	7.3	6885	-0.6	15.6	1841	49.4	89.9	17.3	107	26.7	77.3	478426
KS Wallace	45700	17016	16.1	1749	-2.5	18.1	509	50.3	84	17.2	14	29.1	77.6	480043
KS Washington	32200	15515	10.1	6483	-2.5	25.1	1535	49.8	81.2	15.2	86	23.7	77.8	536328
KS Wichita	55300	16720	14.8	2531	0.3	16	726	48.9	77.7	15.5	30	28.7	77.6	449558
KS Wilson	37700	14910	11.3	10332	-0.9	19.9	2625	51.5	81.1	10.9	162	25.4	75.8	301477
KS Woodson	34300	14283	13.2	3788	-0.8	24.8	821	50.8	83.4	11.4	76	21.7	75.9	254482
KS Wyandotte	54300	16005	16.5	157882	-0.3	11.7	44956	51.2	74	12	4207	28.5	72.7	22351
KY Adair	60800	14931	24	17244	0.3	14.6	4053	51.5	60.1	10.9	693	23.5	74.2	160437
KY Allen	69300	14506	17.3	17800	1.4	13.7	4601	51	64.5	9.1	461	25.8	73.1	159149
KY Anderson	89500	18621	7.5	19111	2.4	10.8	5077	51.1	80.4	12	296	26.6	76.1	83948
KY Ballard	58800	19035	13.6	8286	-1.5	16.2	1911	50.6	76.3	10.6	260	23.1	73.5	118597
KY Barren	77900	16816	15.6	38033	1.5	15	9210	51.9	69.5	11.1	978	24.2	74.5	249683
KY Bath	65000	15326	21.9	11085	2.4	14.6	2678	50.6	59	10.1	362	24.2	74.4	128696
KY Bell	52500	11526	31.1	30060	-0.6	13.7	7329	52.2	56.6	9	561	24.4	71.5	3684
KY Boone	131800	23535	5.6	85991	5.2	8.1	24644	50.6	85.1	22.8	1249	28.7	75.6	79855
KY Bourbon	84500	18335	14	19360	0.6	13.6	4843	51.4	75.4	13.5	243	25	74.3	196537
KY Boyd	68800	18212	15.5	49752	-0.1	15.6	10840	51	78	14.1	1534	21.8	74.6	26094
KY Boyle	86400	18288	11.9	27697	-0.3	14.1	6276	50.4	76.6	19.3	467	22.7	75.7	94905
KY Bracken	69000	16478	10.8	8279	2	13.5	2115	50.5	69.6	9.5	159	25.5	72.9	91714
KY Breathitt	46500	11044	33.2	16100	-0.5	11.5	4106	50.7	57.5	10	360	25.5	72.3	46646
KY Breckinridge	64600	15402	15.8	18648	1.2	14.2	4647	50.4	68.9	7.4	489	24.9	74.7	267918
KY Bullitt	105100	18339	7.9	61236	3	7.8	16640	50.3	76	9.2	1077	27.2	75.3	56570
KY Butler	59900	14617	16	13010	0.9	12.8	3288	50.3	60.7	6.4	332	25.3	73.9	151373
KY Caldwell	53600	16264	15.9	13060	-1.2	18	2927	51.9	73.1	10	306	22.4	74.7	148020
KY Calloway	83100	16566	16.6	34177	0.1	15	6406	51.8	77.9	24	762	18.7	76.6	145909
KY Campbell	101000	20637	9.3	88616	-0.3	12.6	22717	51.8	80.8	20.5	1494	25.6	74.3	45108
KY Carlisle	49400	16276	13.1	5351	-0.1	18.3	1251	51.2	73.4	10.6	176	23.4	73.5	90258
KY Carroll	79900	17057	14.9	10155	-0.2	12.5	2570	49.7	68.1	8.3	214	25.3	73.1	59975
KY Carter	57100	13442	22.3	26889	0.5	12.5	6583	51	64.4	8.9	1542	24.5	73.6	108672
KY Casey	49500	12867	25.5	15447	1.8	15.1	3786	51.1	57.4	7.4	504	24.5	73.9	190623
KY Christian	72500	14611	15	72265	-0.9	9.8	20459	48.4	77.2	12.5	1069	28.3	74.5	309615
KY Clark	93700	19170	10.6	33144	0.8	12.4	8223	51.7	75	15.6	536	24.8	74.9	146819
KY Clay	43800	9716	39.7	24556	-0.2	10.3	6232	47.2	49.4	8	510	25.4	72.6	57164
KY Clinton	50200	13286	25.8	9634	-0.2	15	2184	51.8	53.5	8	218	22.7	73.6	78057
KY Crittenden	48300	15262	19.1	9384	-1.1	16.3	2178	51.6	67	7.3	226	23.2	73.9	141557
KY Cumberland	50300	12643	23.8	7147	0.6	17.9	1689	51.9	56	7.1	192	23.6	73.6	108409
KY Daviess	81800	18739	12.3	91545	0.3	13.8	23620	51.9	80.7	17	2572	25.8	75.2	250921
KY Edmonson	63700	14480	18.4	11644	1.1	14.4	2745	50.6	61.7	4.9	286	23.6	74.1	89568
KY Elliott	54800	12067	25.9	6748	0.4	13.4	1712	51.2	52.6	7.8	393	25.4	73.1	57663
KY Estill	50200	12285	26.4	15307	0.7	13.5	3697	51.6	58.5	6.9	275	24.2	73.8	62104
KY Fayette	110800	23109	12.9	260512	0	10	55533	50.9	85.8	35.6	2846	21.3	75.2	135923
KY Fleming	63600	14214	18.6	13792	2.5	13.4	3500	51	66.5	8.8	273	25.4	74.7	189048
KY Floyd	53100	12442	30.3	42441	-0.2	12.2	10034	50.8	61.3	9.7	1073	23.6	72.1	7319
KY Franklin	91600	21229	10.7	47687	1.1	12.3	10776	51.6	78.8	23.8	618	22.6	74.8	82636
KY Fulton	40500	14309	23.1	7752	0.4	17.5	1928	53.3	69.5	11.5	355	24.9	73.5	93677
KY Gallatin	87100	16416	13.4	7870	1.2	10.3	2247	50.3	68	6.9	130	28.6	73.1	36406
KY Garrard	81300	16915	14.7	14792	3.2	13	3602	50.8	69.4	10.5	201	24.4	74.9	124749
KY Grant	93100	16776	11.1	22384	3.8	9.5	6425	50.7	72.4	9.4	399	28.7	73.9	115355
KY Graves	63600	16834	16.4	37028	-0.3	16.1	9068	51.3	73.4	12.6	993	24.5	74.6	237083
KY Grayson	65600	14759	18.1	24053	0.6	14	5876	50.5	62.8	7.7	768	24.4	75	208828
KY Green	52500	16107	18.4	11518	0.9	16.9	2614	50.8	61.4	9.1	590	22.7	75.6	129123
KY Greenup	67500	17137	14.1	36891	-0.2	14.6	8699	51.9	75.1	11.5	1068	23.6	75.1	97967
KY Hancock	71800	16623	13.6	8392	0.5	11	2241	50.6	77.2	8.1	427	26.7	74.7	65046
KY Hardin	88300	17487	10	94174	1	9.7	25963	49.5	82.3	15.4	2084	27.6	75.3	222972
KY Harlan	43000	11585	32.5	33202	-1.6	13.9	8297	52.1	58.7	8.9	1023	25	71.4	2326
KY Harrison	83100	17478	12	17983	0.4	13.4	4497	51.3	74.2	10.6	318	25	74.3	169381
KY Hart	60100	13495	22.4	17445	-0.4	13.9	4488	50.8	58.2	7	412	25.7	74.1	186446
KY Henderson	76600	18470	12.3	44829	0	13.1	11043	51.7	78.3	13.8	1035	24.6	74.6	196277
KY Henry	82200	17846	13.7	15060	0.8	12.3	3820	50.2	73.4	9.8	267	25.4	73.4	149179
KY Hickman	49200	17279	17.4	5262	-1.7	18.5	1162	52.3	64.4	8.8	154	22.1	73.5	114598
KY Hopkins	57200	17382	16.5	46519	-0.4	14.7	11240	52.4	71.3	10.6	1134	24.2	74	141248
KY Jackson	48300	10711	30.2	13495	1.2	11.8	3516	50.7	52.9	6.8	331	26.1	73.9	73677
KY Jefferson	103000	22352	12.4	693604	-0.1	13.5	168271	52.2	81.8	24.8	14299	24.3	74.2	34028
KY Jessamine	102100	18842	10.5	39041	2.5	9.5	10300	50.9	79.1	21.5	318	26.4	75.4	88508
KY Johnson	64700	14051	26.6	23445	0.1	12.6	5628	51.8	63.8	9.3	676	24	72.3	20389
KY Kenton	105600	22085	9	151464	-0.1	11.1	39899	51	82.1	22.9	2544	26.3	74.2	37788
KY Knott	46500	11297	31.1	17649	0	11.4	4319	50.7	58.7	10.2	496	24.5	72.3	3710
KY Knox	59400	10660	34.8	31795	-0.2	12.8	8324	51.8	54.1	8.8	628	26.2	73	46470
KY Larue	72100	15865	15.4	13373	0.2	15	3348	51.2	71	10.9	301	25	75.6	116503
KY Laurel	77300	14165	21.3	52715	1.9	11.5	13401	51.1	63.9	10.6	1075	25.4	74.8	95610
KY Lawrence	56300	12008	30.7	15569	1	12.4	3936	50.7	58.2	6.6	603	25.3	72.2	48940
KY Lee	52300	13325	30.4	7916	-0.1	14.3	1797	47.8	50.9	6.3	145	22.7	73.8	23956
KY Leslie	36900	10429	32.7	12401	-0.7	11.5	3051	51.3	52.5	6.3	255	24.6	72.6	2670
KY Letcher	39500	11984	27.1	25277	-1	12.6	5996	51.1	58.5	7.7	732	23.7	71.8	2686
KY Lewis	44700	12031	28.5	14092	-1.3	12.5	3570	50.3	57.4	6.4	664	25.3	74.1	143179
KY Lincoln	65100	13602	21.1	23361	2.4	13.1	5997	50.9	64.6	8.4	442	25.7	73.9	170356
KY Livingston	58200	17072	10.3	9804	-0.4	14.9	2188	50.6	74.3	8.4	261	22.3	74.7	117279
KY Logan	67100	15962	15.5	26573	0	13.8	6825	51.8	68.5	9.6	453	25.7	74	273455
KY Lyon	80700	16016	12.7	8080	1.7	16.8	1275	42.8	68	10.1	164	15.8	74.7	48344
KY McCracken	84300	19533	15.1	65514	-1.1	15.9	15315	52.5	80.3	18.1	1270	23.4	74.5	66547
KY McCreary	46300	9896	32.2	17080	-0.1	10.6	4729	50.8	52.6	6.7	429	27.7	73.1	10902
